,gameId,playId,playDescription,quarter,possessionTeam,kickerId,returnerId,yardlineSide,yardlineNumber,gameClock,penaltyCodes,penaltyJerseyNumbers,penaltyYards,preSnapHomeScore,preSnapVisitorScore,kickLength,kickReturnYardage,absoluteYardlineNumber,hangTime,kickType,kickDirectionIntended,kickDirectionActual,returnDirectionIntended,returnDirectionActual,missedTackler,assistTackler,tackler,kickoffReturnFormation,specialTeamsSafeties
6487,2020110805,332,D.Bailey kicks 51 yards from MIN 35 to DET 14. M.Hall ran ob at DET 25 for 11 yards (J.Metellus).,1,MIN,38134.0,44074,MIN,35,10:39:00,NP,NP,0,7,0,51.0,11.0,45,4.14,D,R,R,L,L,returner_tackled,Solo,MIN 44,8-0-2,MIN 37; MIN 44
6489,2020110805,1134,J.Fox kicks 66 yards from DET 35 to MIN -1. K.Osborn to MIN 21 for 22 yards (J.Reeves-Maybin).,2,DET,48258.0,52584,DET,35,08:21:00,NP,NP,0,13,3,66.0,22.0,45,4.06,D,R,R,L,L,returner_tackled,Solo,DET 44,8-0-2,DET 26; DET 38
6490,2020110805,1622,J.Fox kicks 65 yards from DET 35 to MIN 0. K.Osborn to MIN 13 for 13 yards (M.Killebrew).,2,DET,48258.0,52584,DET,35,01:19:00,NP,NP,0,13,10,65.0,13.0,45,4.16,D,L,L,C,C,returner_tackled,Solo,DET 35,8-0-2,DET 26; DET 27
6491,2020110805,1821,D.Bailey kicks 46 yards from MIN 35 to DET 19. J.Cabinda to DET 30 for 11 yards (D.Chisena).,2,MIN,38134.0,46424,MIN,35,00:15:00,NP,NP,0,20,10,46.0,11.0,75,0.0,Q,C,C,C,C,NT,NT,NT,8-0-2,MIN 37; MIN 44
6492,2020110805,1905,"J.Fox kicks 57 yards from DET 35 to MIN 8. K.Osborn to MIN 26 for 18 yards (D.Harmon; J.Cabinda). PENALTY on MIN-C.Ham, Offensive Holding, 10 yards, enforced at MIN 26.",3,DET,48258.0,52584,DET,35,15:00:00,OH,MIN 30,10,20,10,57.0,18.0,75,3.99,D,C,C,R,R,returner_tackled,DET 45,DET 26,8-0-2,DET 26; DET 27
6494,2020110805,3175,J.Fox kicks 61 yards from DET 35 to MIN 4. K.Osborn to MIN 30 for 26 yards (M.Ford; J.Cabinda).,4,DET,48258.0,52584,DET,35,11:02:00,NP,NP,0,27,13,61.0,26.0,45,4.17,D,L,C,L,L,DET 44,DET 45,DET 38,8-0-2,DET 26; DET 27
6495,2020110805,3256,D.Bailey kicks 39 yards from 50 to DET 11. M.Hall to DET 13 for 2 yards (K.Osborn; J.Metellus).,4,MIN,38134.0,44074,midfield,50,10:42:00,NP,NP,0,34,13,39.0,2.0,60,3.5,P,R,R,L,L,returner_tackled,MIN 44,MIN 17,8-0-1,MIN 31; MIN 37
6496,2020110805,3550,(Onside Kick formation) M.Prater kicks 43 yards from DET 35 to MIN 22. C.Beebe pushed ob at MIN 41 for 19 yards (M.Hall).,4,DET,31446.0,46534,DET,35,06:55:00,NP,NP,0,34,20,43.0,19.0,45,0.0,Q,R,R,L,L,returner_tackled,Solo,DET 17,8-0-2,DET 17; DET 27
6498,2020110806,659,S.Gostkowski kicks 65 yards from TEN 35 to CHI 0. C.Patterson to CHI 20 for 20 yards (J.Kalu).,1,TEN,30932.0,39975,TEN,35,04:22:00,NP,NP,0,3,0,65.0,20.0,45,4.13,D,C,C,L,L,TEN 51,Solo,TEN 46,8-0-2,TEN 37; TEN 46
6500,2020110806,1994,S.Gostkowski kicks 43 yards from TEN 35 to CHI 22. J.Holtz to CHI 29 for 7 yards (D.Bates; D.Roberson).,3,TEN,30932.0,44009,TEN,35,15:00:00,NP,NP,0,10,0,43.0,7.0,45,3.71,P,R,R,C,L,returner_tackled,TEN 50,TEN 56,8-0-2,TEN 37; TEN 46
6501,2020110806,2656,S.Gostkowski kicks 58 yards from TEN 35 to CHI 7. C.Patterson to CHI 33 for 26 yards (N.Dzubnar). TEN-J.Kalu was injured during the play.,3,TEN,30932.0,39975,TEN,35,04:41:00,NP,NP,0,17,0,58.0,26.0,45,4.18,D,R,R,C,C,returner_tackled,Solo,TEN 49,8-0-2,TEN 37; TEN 46
6502,2020110806,3052,C.Santos kicks 64 yards from CHI 35 to TEN 1. C.Batson to TEN 24 for 23 yards (D.Shelley).,4,CHI,41991.0,46836,CHI,35,12:30:00,NP,NP,0,17,3,64.0,23.0,45,3.62,D,L,L,L,L,returner_tackled,Solo,CHI 20,9-0-1,CHI 20; CHI 36
6504,2020110806,3543,C.Santos kicks 54 yards from CHI 35 to TEN 11. K.Raymond to TEN 25 for 14 yards (R.Nall).,4,CHI,41991.0,43584,CHI,35,05:06:00,NP,NP,0,24,10,54.0,14.0,45,4.05,D,C,C,C,C,returner_tackled,Solo,CHI 35,8-0-2,CHI 20; CHI 36
6508,2020110807,946,G.Gano kicks 60 yards from NYG 35 to WAS 5. D.Johnson to WAS 26 for 21 yards (E.Penny).,1,NYG,35102.0,46329,NYG,35,04:15:00,NP,NP,0,0,10,60.0,21.0,45,4.25,D,R,R,L,L,returner_tackled,NYG 39,NYG 55,8-0-2,NYG 20; NYG 49
6511,2020110807,2001,G.Gano kicks 66 yards from NYG 35 to WAS -1. D.Johnson to WAS 23 for 24 yards (C.Ballentine).,2,NYG,35102.0,46329,NYG,35,02:05:00,NP,NP,0,3,20,66.0,24.0,75,3.97,D,R,R,L,L,returner_tackled,Solo,NYG 25,8-0-2,NYG 20; NYG 49
6514,2020110807,2850,G.Gano kicks 64 yards from NYG 35 to WAS 1. D.Johnson to WAS 21 for 20 yards (D.Downs).,3,NYG,35102.0,46329,NYG,35,05:12:00,NP,NP,0,10,23,64.0,20.0,75,4.03,D,R,R,L,C,returner_tackled,Solo,NYG 52,8-0-2,NYG 20; NYG 49
6516,2020110807,3428,D.Hopkins kicks 56 yards from WAS 35 to NYG 9. D.Lewis to NYG 35 for 26 yards (J.Smith-Williams).,4,WAS,40125.0,37224,WAS,35,10:24:00,NP,NP,0,20,23,56.0,26.0,75,0.0,Q,L,L,R,R,WAS 30,Solo,WAS 96,8-0-2,WAS 25; WAS 30
6517,2020110808,40,D.Carlson kicks 66 yards from LV 35 to LAC -1. J.Reed to LAC 31 for 32 yards (J.Abram).,1,LV,46236.0,52559,LV,35,15:00:00,NP,NP,0,0,0,66.0,32.0,45,4.11,D,C,C,C,C,returner_tackled,Solo,LV 24,8-0-2,LV 24; LV 26
6518,2020110808,678,D.Carlson kicks 41 yards from 50 to LAC 9. J.Reed to LAC 19 for 10 yards (J.Abram; D.Carrier).,1,LV,46236.0,52559,midfield,50,04:42:00,NP,NP,0,0,7,41.0,10.0,60,3.49,P,R,R,C,L,LV 50,LV 85,LV 24,8-0-2,LV 25; LV 26
6522,2020110808,1891,T.Long kicks 62 yards from LAC 35 to LV 3. J.Richard to LV 35 for 32 yards (G.Nabers).,2,LAC,42663.0,44045,LAC,35,00:05:00,NP,NP,0,17,14,62.0,32.0,45,0.0,Q,C,C,C,C,LAC 32,Solo,LAC 40,8-0-2,LAC 29; LAC 83
6523,2020110808,1942,T.Long kicks 64 yards from LAC 35 to LV 1. J.Richard to LV 45 for 44 yards (T.Long).,3,LAC,42663.0,44045,LAC,35,15:00:00,NP,NP,0,17,14,64.0,44.0,75,3.99,D,C,C,C,R,LAC 42,Solo,LAC 01,8-0-2,LAC 32; LAC 83
6525,2020110808,2402,"D.Carlson kicks 66 yards from LV 35 to LAC -1. J.Reed to LAC 27 for 28 yards (R.McMillan, J.Abram).",3,LV,46236.0,52559,LV,35,07:49:00,NP,NP,0,17,28,66.0,28.0,45,4.03,D,C,C,C,C,returner_tackled,LV 24,LV 54,8-0-2,LV 24; LV 25
6533,2020110809,1356,Z.Gonzalez kicks 60 yards from ARI 35 to MIA 5. J.Grant to MIA 20 for 15 yards (I.Simmons).,2,ARI,45037.0,43475,ARI,35,14:23:00,NP,NP,0,14,14,60.0,15.0,75,3.96,D,R,R,L,L,returner_tackled,Solo,ARI 48,8-0-2,ARI 22; ARI 48
6537,2020110809,2763,Z.Gonzalez kicks 67 yards from ARI 35 to MIA -2. N.Igbinoghene to MIA 20 for 22 yards (D.Gardeck).,3,ARI,45037.0,52438,ARI,35,11:48:00,NP,NP,0,24,24,67.0,22.0,75,4.07,D,C,C,C,C,returner_tackled,Solo,ARI 45,8-0-2,ARI 34; ARI 48
6538,2020110809,3367,"Z.Gonzalez kicks 65 yards from ARI 35 to MIA 0. N.Igbinoghene to MIA 22 for 22 yards (J.Ward, C.Washington). PENALTY on MIA-P.Laird, Illegal Block Above the Waist, 7 yards, enforced at MIA 14.",3,ARI,45037.0,52438,ARI,35,02:28:00,IBW,MIA 32,7,31,24,65.0,14.0,75,4.06,D,L,L,C,C,NT,NT,NT,8-0-2,ARI 22; ARI 48
6539,2020110809,3738,J.Sanders kicks 53 yards from MIA 35 to ARI 12. A.Isabella to ARI 27 for 15 yards (N.Igbinoghene).,4,MIA,46298.0,47845,MIA,35,11:19:00,NP,NP,0,31,31,53.0,15.0,75,4.01,P,R,R,L,L,NT,NT,NT,8-0-2,MIA 23; MIA 29
6541,2020110810,50,G.Zuerlein kicks 68 yards from DAL 35 to PIT -3. R.McCloud to PIT 26 for 29 yards (D.Wilson).,1,DAL,38701.0,46256,DAL,35,15:00:00,NP,NP,0,0,0,68.0,29.0,75,4.13,D,L,L,R,R,DAL 40,DAL 59,DAL 37,8-0-2,DAL 23; DAL 37
6546,2020110810,2047,C.Boswell kicks 65 yards from PIT 35 to DAL 0. T.Pollard to DAL 23 for 23 yards (A.Highsmith).,3,PIT,41953.0,47911,PIT,35,15:00:00,NP,NP,0,13,9,65.0,23.0,45,4.36,D,C,C,R,R,PIT 27; PIT 92,Solo,PIT 56,8-0-2,PIT 20; PIT 37
6549,2020110810,2973,C.Boswell kicks 50 yards from 50 to DAL 0. R.Dowdle to PIT 36 for 64 yards (C.Sutton). Return up the right sideline.,4,PIT,41953.0,53041,midfield,50,14:51:00,NP,NP,0,19,15,50.0,64.0,60,3.81,P,L,L,R,R,PIT 42,Solo,PIT 20,8-0-1,PIT 20; PIT 24
6554,2020110811,968,W.Lutz kicks 68 yards from NO 35 to TB -3. J.Mickens to TB 18 for 21 yards (J.Gray).,2,NO,43689.0,44029,NO,35,15:00:00,NP,NP,0,0,14,68.0,21.0,45,3.62,D,L,L,C,C,returner_tackled,Solo,NO 48,8-0-1,NO 22; NO 26
6555,2020110811,1232,W.Lutz kicks 67 yards from NO 35 to TB -2. J.Mickens to TB 23 for 25 yards (K.Elliss).,2,NO,43689.0,44029,NO,35,11:44:00,NP,NP,0,0,21,67.0,25.0,45,4.01,D,C,C,C,C,NO 36,Solo,NO 55,8-0-1,NO 22; NO 26
6563,2020110900,531,J.Bailey kicks 64 yards from NE 35 to NYJ 1. B.Berrios to NYJ 21 for 20 yards (Co.Davis; M.Slater).,1,NE,47946.0,46279,NE,35,03:34:00,NP,NP,0,3,7,64.0,20.0,45,4.23,D,R,R,C,C,returner_tackled,NE 18,NE 22,8-0-1,NE 21; NE 33
6565,2020110900,1436,B.Mann kicks 70 yards from NYJ 35 to NE -5. G.Olszewski to NE 19 for 24 yards (M.Farley).,2,NYJ,52599.0,48988,NYJ,35,04:33:00,NP,NP,0,13,7,70.0,24.0,45,3.57,D,L,L,C,C,returner_tackled,Solo,NYJ 41,8-0-2,NYJ 35; NYJ 40
6566,2020110900,1822,J.Bailey kicks 67 yards from NE 35 to NYJ -2. B.Berrios to NYJ 23 for 25 yards (T.Brooks; C.Winovich).,2,NE,47946.0,46279,NE,35,01:03:00,NP,NP,0,13,10,67.0,25.0,75,3.51,D,C,C,C,C,NE 22,Solo,NE 50,8-0-1,NE 21; NE 31
6567,2020110900,1984,"B.Mann kicks 67 yards from NYJ 35 to NE -2. G.Olszewski to NE 19 for 21 yards (B.Jackson). PENALTY on NE-Jak.Johnson, Illegal Double-Team Block, 9 yards, enforced at NE 19.",2,NYJ,52599.0,48988,NYJ,35,00:25:00,IDT,NE 47,9,20,10,67.0,21.0,45,3.98,D,C,C,R,R,returner_tackled,Solo,NYJ 39,8-0-2,NYJ 35; NYJ 40
6568,2020110900,2057,B.Mann kicks 67 yards from NYJ 35 to NE -2. G.Olszewski to NE 22 for 24 yards (A.Maulet).,3,NYJ,52599.0,48988,NYJ,35,15:00:00,NP,NP,0,20,10,67.0,24.0,75,4.02,D,C,C,C,C,NYJ 58,Solo,NYJ 23,8-0-2,NYJ 35; NYJ 40
6570,2020110900,2702,B.Mann kicks 64 yards from NYJ 35 to NE 1. G.Olszewski to NE 32 for 31 yards (P.Desir; B.Huff).,3,NYJ,52599.0,48988,NYJ,35,00:30:00,NP,NP,0,27,17,64.0,31.0,75,4.1,D,C,C,R,R,returner_tackled,Solo,NYJ 35,8-0-2,NYJ 35; NYJ 40
6571,2020110900,3176,J.Bailey kicks 62 yards from NE 35 to NYJ 3. B.Berrios to NYJ 18 for 15 yards (J.Bethel).,4,NE,47946.0,46279,NE,35,06:04:00,NP,NP,0,27,20,62.0,15.0,75,4.1,D,R,R,L,L,returner_tackled,Solo,NE 29,8-0-1,NE 25; NE 41
6572,2020110900,3613,J.Bailey kicks 67 yards from NE 35 to NYJ -2. B.Berrios to NYJ 26 for 28 yards (M.Slater).,4,NE,47946.0,46279,NE,35,01:57:00,NP,NP,0,27,27,67.0,28.0,75,3.8,D,C,C,C,C,returner_tackled,NE 31,NE 18,8-0-1,NE 31; NE 33
6573,2020111200,41,R.Sanchez kicks 67 yards from IND 35 to TEN -2. C.Batson to TEN 33 for 35 yards (K.Moore).,1,IND,45153.0,46836,IND,35,15:00:00,NP,NP,0,0,0,67.0,35.0,75,4.14,D,L,L,L,L,returner_tackled,Solo,IND 23,8-0-2,IND 23; IND 31
6576,2020111200,1158,S.Gostkowski kicks 69 yards from TEN 35 to IND -4. I.Rodgers to IND 20 for 24 yards (K.Blasingame).,2,TEN,30932.0,52619,TEN,35,11:12:00,NP,NP,0,10,3,69.0,24.0,75,3.76,D,R,R,C,C,returner_tackled,Solo,TEN 41,8-0-2,TEN 37; TEN 46
6578,2020111200,1784,S.Gostkowski kicks 61 yards from TEN 35 to IND 4. I.Rodgers to IND 24 for 20 yards (K.Raymond; J.Kalu).,2,TEN,30932.0,52619,TEN,35,02:54:00,NP,NP,0,17,10,61.0,20.0,75,3.95,D,C,C,R,R,returner_tackled,TEN 46,TEN 14,8-0-2,TEN 37; TEN 46
6579,2020111200,2211,S.Gostkowski kicks 62 yards from TEN 35 to IND 3. I.Rodgers to IND 26 for 23 yards (D.Long Jr.).,3,TEN,30932.0,52619,TEN,35,15:00:00,NP,NP,0,17,13,62.0,23.0,75,3.82,D,R,R,C,C,returner_tackled,Solo,TEN 51,8-0-2,TEN 37; TEN 46
6581,2020111200,2969,R.Sanchez kicks 68 yards from IND 35 to TEN -3. C.Batson to TEN 22 for 25 yards (C.Marsh).,3,IND,45153.0,46836,IND,35,01:52:00,NP,NP,0,17,27,68.0,25.0,45,4.04,D,C,C,C,C,returner_tackled,Solo,IND 55,8-0-2,IND 26; IND 31
6589,2020111500,1797,B.Pinion kicks 68 yards from TB 35 to CAR -3. T.Cannon to CAR 25 for 28 yards (J.Watson).,2,TB,42508.0,46273,TB,35,00:27:00,NP,NP,0,17,17,68.0,28.0,75,4.55,D,L,L,C,C,TB 51,Solo,TB 17,8-0-2,TB 23; TB 24
6594,2020111500,3154,B.Pinion kicks 67 yards from TB 35 to CAR -2. T.Cannon to TB 4 for 98 yards (S.Murphy-Bunting).,4,TB,42508.0,46273,TB,35,12:40:00,NP,NP,0,17,32,67.0,98.0,75,3.92,D,C,C,R,L,TB 24; TB 79,Solo,TB 23,8-0-2,TB 23; TB 24
6597,2020111500,3755,B.Pinion kicks 72 yards from TB 35 to CAR -7. T.Cannon to CAR 18 for 25 yards (C.Gill; J.Watson).,4,TB,42508.0,46273,TB,35,04:24:00,NP,NP,0,23,46,72.0,25.0,75,3.87,D,L,L,R,R,returner_tackled,TB 17,TB 49,8-0-2,TB 23; TB 32
6598,2020111501,406,C.Parkey kicks 56 yards from CLE 35 to HOU 9. C.Prosise to HOU 33 for 24 yards (S.Redwine).,1,CLE,41688.0,43379,CLE,35,08:27:00,NP,NP,0,3,0,56.0,24.0,75,4.17,D,C,C,L,L,returner_tackled,Solo,CLE 29,8-0-2,CLE 29; CLE 42
6599,2020111501,1946,"C.Parkey kicks 57 yards from CLE 35 to HOU 8. C.Prosise pushed ob at HOU 29 for 21 yards (S.Takitaki). PENALTY on HOU-C.Gillaspia, Offensive Holding, 10 yards, enforced at HOU 23.",3,CLE,41688.0,43379,CLE,35,15:00:00,OH,HOU 44,10,3,0,57.0,15.0,75,3.23,D,C,C,C,L,NT,NT,NT,8-0-2,CLE 29; CLE 42
6603,2020111502,440,J.Fox kicks 58 yards from DET 35 to WAS 7. D.Johnson to WAS 26 for 19 yards (C.Moore).,1,DET,48258.0,46329,DET,35,07:12:00,NP,NP,0,7,0,58.0,19.0,75,3.85,D,C,C,L,L,returner_tackled,Solo,DET 49,8-0-2,DET 21; DET 26
6605,2020111502,1182,J.Fox kicks 61 yards from DET 35 to WAS 4. D.Johnson pushed ob at 50 for 46 yards (D.Harmon).,2,DET,48258.0,46329,DET,35,11:55:00,NP,NP,0,14,3,61.0,46.0,45,3.96,D,C,C,R,L,DET 03; DET 35,Solo,DET 26,8-0-2,DET 21; DET 26
6606,2020111502,2079,M.Prater kicks 57 yards from DET 35 to WAS 8. D.Johnson pushed ob at WAS 32 for 24 yards (M.Ford). DET-M.Ford was injured during the play.,2,DET,31446.0,46329,DET,35,00:08:00,NP,NP,0,17,3,57.0,24.0,45,0.0,Q,C,C,R,R,DET 38,Solo,DET 26,8-0-2,DET 21; DET 26
6608,2020111502,2497,J.Fox kicks 64 yards from DET 35 to WAS 1. D.Johnson to WAS 18 for 17 yards (J.Kearse).,3,DET,48258.0,46329,DET,35,07:58:00,NP,NP,0,24,3,64.0,17.0,45,3.99,D,L,L,R,R,returner_tackled,Solo,DET 42,8-0-2,DET 21; DET 26
6612,2020111502,3905,"J.Fox kicks 65 yards from DET 35 to WAS 0. D.Johnson ran ob at WAS 21 for 21 yards (M.Killebrew). PENALTY on WAS-J.Smith-Williams, Offensive Holding, 10 yards, enforced at WAS 21.",4,DET,48258.0,46329,DET,35,02:37:00,OH,WAS 96,10,27,24,65.0,21.0,75,4.13,D,C,C,R,R,NT,NT,NT,8-0-2,DET 25; DET 26
6619,2020111503,2073,J.Scott kicks 69 yards from GB 35 to JAX -4. C.Claybrooks to JAX 3 for 7 yards. Lateral to T.Godwin to JAX 18 for 15 yards (S.Samuels).,2,GB,46241.0,52631;48020,GB,35,00:02:00,NP,NP,0,17,10,69.0,7.0,45,4.05,D,C,C,C,C,returner_tackled,Solo,GB 46,8-0-2,GB 46
6621,2020111503,2424,L.Cooke kicks 48 yards from JAX 35 to GB 17. M.Taylor to GB 25 for 8 yards (D.Ogunbowale).,3,JAX,46316.0,48624,JAX,35,10:30:00,NP,NP,0,17,17,48.0,8.0,75,0.0,Q,C,C,C,C,returner_tackled,Solo,JAX 33,8-0-1,JAX 37; JAX 39
6623,2020111503,3389,"J.Scott kicks 60 yards from GB 35 to JAX 5. C.Claybrooks to JAX 9 for 4 yards. Lateral to T.Godwin to JAX 14 for 5 yards (M.Taylor). PENALTY on JAX-J.Giles-Harris, Illegal Block Above the Waist, 7 yards, enforced at JAX 14.",4,GB,46241.0,52631;48020,GB,35,09:03:00,IBW,JAX 43,7,24,20,60.0,4.0,75,3.83,D,L,L,R,R,GB 57,NT,NT,8-0-2,GB 41
6624,2020111504,41,"J.Elliott kicks 67 yards from PHI 35 to NYG -2. D.Lewis to NYG 15 for 17 yards (W.Parks, D.Taylor).",1,PHI,44966.0,37224,PHI,35,15:00:00,NP,NP,0,0,0,67.0,17.0,45,4.2,D,C,C,L,L,PHI 42,PHI 52,PHI 28,8-0-2,PHI 28; PHI 30
6627,2020111504,953,"G.Gano kicks 62 yards from NYG 35 to PHI 3. B.Scott pushed ob at PHI 34 for 31 yards (D.Mayo). PENALTY on PHI-C.Clement, Offensive Holding, 9 yards, enforced at PHI 18. Officially, a return for 15 yards.",2,NYG,35102.0,46270,NYG,35,14:57:00,OH,PHI 30,9,14,3,62.0,15.0,45,4.34,D,C,C,L,L,NT,NT,NT,8-0-2,NYG 18; NYG 20
6628,2020111504,2213,"G.Gano kicks 59 yards from NYG 35 to PHI 6. B.Scott pushed ob at PHI 28 for 22 yards (M.Harper). PENALTY on PHI-S.Bradley, Illegal Block Above the Waist, 10 yards, enforced at PHI 26. Officially, a return for 20 yards.",3,NYG,35102.0,46270,NYG,35,15:00:00,IBW,PHI 54,10,14,3,59.0,20.0,45,4.19,D,C,C,L,L,NT,NT,NT,8-0-2,NYG 20; NYG 45
6631,2020111504,2837,J.Elliott kicks 60 yards from PHI 35 to NYG 5. D.Lewis to NYG 23 for 18 yards (D.Riley).,3,PHI,44966.0,37224,PHI,35,05:20:00,NP,NP,0,21,17,60.0,18.0,75,3.97,D,R,R,L,L,returner_tackled,Solo,PHI 50,8-0-2,PHI 28; PHI 31
6636,2020111505,1063,C.Boswell kicks 68 yards from PIT 35 to CIN -3. B.Wilson to CIN 19 for 22 yards (J.Samuels).,1,PIT,41953.0,45020,PIT,35,01:51:00,NP,NP,0,12,0,68.0,22.0,45,3.99,D,C,C,C,C,returner_tackled,Solo,PIT 38,8-0-2,PIT 20; PIT 42
6637,2020111505,2250,C.Boswell kicks 66 yards from PIT 35 to CIN -1. B.Wilson to CIN 22 for 23 yards (J.Dangerfield).,2,PIT,41953.0,45020,PIT,35,01:48:00,NP,NP,0,22,7,66.0,23.0,75,4.01,D,C,C,L,L,returner_tackled,Solo,PIT 37,8-0-2,PIT 20; PIT 42
6641,2020111505,4299,R.Bullock kicks 51 yards from CIN 35 to PIT 14. R.McCloud to PIT 24 for 10 yards (A.Davis-Gaither).,4,CIN,38691.0,46256,CIN,35,05:05:00,NP,NP,0,36,10,51.0,10.0,45,3.94,P,C,C,L,L,returner_tackled,CIN 55,CIN 59,8-0-2,CIN 30; CIN 36
6642,2020111506,40,T.Bass kicks 62 yards from BUF 35 to ARI 3. C.Edmonds to ARI 20 for 17 yards (A.Smith).,1,BUF,52596.0,46203,BUF,35,15:00:00,NP,NP,0,0,0,62.0,17.0,75,4.3,D,C,C,C,C,returner_tackled,Solo,BUF 52,8-0-2,BUF 21; BUF 24
6643,2020111506,364,Z.Gonzalez kicks 68 yards from ARI 35 to BUF -3. A.Roberts to BUF 37 for 40 yards (J.Whittaker).,1,ARI,45037.0,35527,ARI,35,09:53:00,NP,NP,0,3,0,68.0,40.0,45,4.08,D,C,C,C,C,returner_tackled,ARI 48,ARI 39,8-0-2,ARI 39; ARI 48
6644,2020111506,593,T.Bass kicks 65 yards from BUF 35 to ARI 0. C.Edmonds to ARI 22 for 22 yards (D.Lee).,1,BUF,52596.0,46203,BUF,35,06:23:00,NP,NP,0,3,7,65.0,22.0,75,4.26,D,C,C,C,C,returner_tackled,BUF 52,BUF 24,8-0-2,BUF 21; BUF 24
6646,2020111506,1306,Z.Gonzalez kicks 69 yards from ARI 35 to BUF -4. A.Roberts pushed ob at BUF 30 for 34 yards (J.Whittaker).,2,ARI,45037.0,35527,ARI,35,08:45:00,NP,NP,0,6,10,69.0,34.0,75,3.81,D,L,L,R,R,returner_tackled,Solo,ARI 39,8-0-2,ARI 39; ARI 48
6649,2020111506,2281,Z.Gonzalez kicks 70 yards from ARI 35 to BUF -5. A.Roberts to BUF 10 for 15 yards (T.Sherfield).,3,ARI,45037.0,35527,ARI,35,15:00:00,NP,NP,0,9,16,70.0,15.0,45,4.01,D,C,C,C,C,returner_tackled,Solo,ARI 16,8-0-2,ARI 39; ARI 48
6651,2020111506,3020,Z.Gonzalez kicks 66 yards from ARI 35 to BUF -1. A.Roberts to BUF 12 for 13 yards (T.Sherfield).,3,ARI,45037.0,35527,ARI,35,05:44:00,NP,NP,0,16,23,66.0,13.0,45,4.06,D,R,R,C,C,returner_tackled,ARI 51,ARI 16,8-0-2,ARI 39; ARI 48
6656,2020111507,40,"D.Carlson kicks 63 yards from LV 35 to DEN 2. D.Spencer to DEN 5 for 3 yards (D.Carrier; D.Booker). PENALTY on DEN-P.Locke, Illegal Double-Team Block, 2 yards, enforced at DEN 5.",1,LV,46236.0,42051,LV,35,15:00:00,IDT,DEN 37,2,0,0,63.0,3.0,75,4.21,D,L,L,C,C,returner_tackled,LV 23,LV 85,8-0-2,LV 24; LV 25
6657,2020111507,344,D.Carlson kicks 65 yards from LV 35 to DEN 0. D.Spencer pushed ob at DEN 26 for 26 yards (J.Abram).,1,LV,46236.0,42051,LV,35,09:44:00,NP,NP,0,7,0,65.0,26.0,75,4.21,D,L,L,C,R,returner_tackled,Solo,LV 24,6-2-2,LV 24; LV 25
6659,2020111507,1490,B.McManus kicks 66 yards from DEN 35 to LV -1. J.Richard to LV 13 for 14 yards (J.Watson). LV-J.Richard was injured during the play. His return is Questionable.,2,DEN,40276.0,44045,DEN,35,08:15:00,NP,NP,0,7,6,66.0,14.0,75,4.06,D,C,C,C,C,returner_tackled,Solo,DEN 54,6-2-2,DEN 23; DEN 91
6661,2020111507,2232,B.McManus kicks 66 yards from DEN 35 to LV -1. H.Ruggs to LV 20 for 21 yards (R.Freeman).,3,DEN,40276.0,52420,DEN,35,15:00:00,NP,NP,0,10,6,66.0,21.0,45,3.96,D,C,C,L,C,returner_tackled,Solo,DEN 28,8-0-2,DEN 23; DEN 97
6662,2020111507,2556,D.Carlson kicks 67 yards from LV 35 to DEN -2. D.Spencer to DEN 26 for 28 yards (E.Harris).,3,LV,46236.0,42051,LV,35,09:13:00,NP,NP,0,13,6,67.0,28.0,75,3.53,D,C,C,R,R,returner_tackled,Solo,LV 25,6-2-2,LV 24; LV 25
6669,2020111509,281,K.Forbath kicks 65 yards from LA 35 to SEA 0. T.Homer to SEA 22 for 22 yards (J.Hughes; N.Webster).,1,LA,38220.0,47987,LA,35,09:37:00,NP,NP,0,3,0,65.0,22.0,45,3.91,D,C,C,R,R,LA 35,LA 14,LA 46,8-0-2,LA 24; LA 50
6670,2020111509,490,J.Myers kicks 62 yards from SEA 35 to LA 3. N.Webster to LA 23 for 20 yards (N.Bellore).,1,SEA,41175.0,48784,SEA,35,06:00:00,NP,NP,0,3,7,62.0,20.0,75,4.14,D,L,L,C,C,returner_tackled,Solo,SEA 44,8-0-2,SEA 34; SEA 36
6672,2020111509,1407,K.Forbath kicks 65 yards from LA 35 to SEA 0. T.Homer to SEA 32 for 32 yards (N.Webster; J.Polite).,2,LA,38220.0,47987,LA,35,06:19:00,NP,NP,0,17,7,65.0,32.0,75,3.77,D,C,C,R,R,returner_tackled,LA 95,LA 14,8-0-2,LA 12; LA 50
6673,2020111509,1584,J.Myers kicks 64 yards from SEA 35 to LA 1. N.Webster to LA 18 for 17 yards (N.Thorpe).,2,SEA,41175.0,48784,SEA,35,03:45:00,NP,NP,0,17,10,64.0,17.0,45,3.95,D,L,L,R,R,returner_tackled,Solo,SEA 23,8-0-2,SEA 34; SEA 36
6674,2020111509,2217,K.Forbath kicks 65 yards from LA 35 to SEA 0. T.Homer to SEA 33 for 33 yards (T.Reeder).,3,LA,38220.0,47987,LA,35,15:00:00,NP,NP,0,17,13,65.0,33.0,45,3.67,D,C,C,R,R,returner_tackled,Solo,LA 51,8-0-2,LA 12; LA 25
6678,2020111510,403,M.Wishnowsky kicks 69 yards from SF 35 to NO -4. D.Harris to NO 22 for 26 yards (A.Al-Shaair).,1,SF,47893.0,48415,SF,35,07:43:00,NP,NP,0,0,7,69.0,26.0,45,4.18,D,C,C,C,C,returner_tackled,SF 86,SF 51,8-0-2,SF 20; SF 33
